secret,question,ig
abacus,Guesser said: What is the general size of the object that you are thinking of?,0.0006294510626076999
abacus,Guesser said: What is the purpose or function of the object that you are thinking of?,0.0005469897384458022
abacus,Guesser said: What material is the object made of?,0.01449416571605866
abacus,Guesser said: How does the object help with counting and basic arithmetic operations?,0.0017007112094677979
abacus,Guesser said: I believe the object you are thinking of is an abacus.?,0.002713838374273081
accordion,Guesser said: What does the object look like?,0.0009559356877364422
accordion,Guesser said: What is the primary function of the object?,0.001477305493594372
accordion,Guesser said: What kind of sound does the object produce?,0.01715038670398883
accordion,Guesser said: How does the user control the sound that the object produces?,0.0033078279227982677
accordion,Guesser said: What is the texture of the surface of the object?,0.0005531501744009404
accordion,Guesser said: I'm going to take a guess that the object is an accordion. ?,5.296363719153874e-05
album,Guesser said: What is the general shape of the object?,0.0009273720930238483
album,Guesser said: What is the object used for?,0.007199619087362663
album,Guesser said: What is the typical size of the object?,3.699176193450171e-05
album,Guesser said: How does the object make the music?,9.691824580926323e-05
album,Guesser said: What is the object made of?,0.00039783449335928367
album,Guesser said: What is the music stored on?,0.002277237188483383
album,Guesser said: I guess the object is a CD case. ?,5.296363719153874e-05
album,uesser said: How is the object different from a CD case?,0.002756415033795534
album,uesser said: What does the object look like on the outside?,0.00046227476519078436
album,esser said: How does the object relate to the user of the object?,3.699176193450171e-05
album,esser said: I guess the object is a CD player. ?,5.296363719153874e-05
album,sser said: How does the object hold the CDs?,0.00010596844963473018
album,ser said: How does the user select which CD to listen to?,7.030926676776517e-05
album,ser said: What is on the outside of the sleeve?,3.699176193450171e-05
album,ser said: I guess the object is a CD album.?,0.002713838374273081
altar,Guesser said: What is the general size of the object you are thinking of?,0.007047757508363617
altar,Guesser said: How is the object used by people?,0.00015414290015414167
altar,Guesser said: What material is the object made of?,0.015659877044921444
altar,Guesser said: How does the object relate to the people who use it?,0.0014200130577108894
altar,Guesser said: What is the shape of the object?,0.0021840984049177337
altar,Guesser said: How does the object relate to the people who use it in their daily lives?,0.002213096537303727
altar,Guesser said: What is the object's significance in the culture of the people who use it?,5.296363719153874e-05
altar,Guesser said: I'm going to take a guess that the object is an altar. ?,5.296363719153874e-05
anchor,Guesser said: What is the object's size?,0.00015357063244891833
anchor,Guesser said: How is the object used?,0.0017007112094677979
anchor,Guesser said: What is the object's shape?,6.914825057435792e-05
anchor,Guesser said: What is the object's purpose in the context of the ship or boat?,3.699176193450171e-05
anchor,Guesser said: What is the object made of?,0.00963543696139979
anchor,Guesser said: How does the object relate to the people who use it?,0.00010561710000800417
anchor,Guesser said: What is the environment in which the object is typically used?,0.027418880925122124
anchor,"Guesser said: What are the object's physical characteristics, such as its weight, texture, and color?",0.00047156966348183005
anchor,Guesser said: I think the object is an anchor. ?,5.296363719153874e-05
anklet,Guesser said: What is the general shape of the object?,0.0029557337824677177
anklet,Guesser said: How does the object relate to people's daily lives?,0.0003110679583357978
anklet,Guesser said: What is the object made of?,0.02426635168417235
anklet,Guesser said: Is the object a watch?,0.0018739157860210298
anklet,Guesser said: What is the size of the object?,0.0009110467683939305
anklet,Guesser said: What is the object's function?,0.004775795123475035
anklet,Guesser said: What is the color of the object?,0.006356108236804658
